business_id;name;categories;city;stars;text
b1533;Iron Training Lab;Yoga, Pilates, Trainers, Cycling Classes;Austin;4.0;iron training lab yoga pilate trainer cycling class
b1705;Cozy Pet Grooming;Pet Groomers, Animal Shelters;Austin;4.5;cozy pet grooming pet groomers animal shelter
b1399;Express Motors;Tires, Body Shops;Reno;4.5;express motor tire body shop
b1770;Garden Lodge;Event Planning & Services, Hotels & Travel, Bed & Breakfast, Resorts;Phoenix;4.0;garden lodge event planning service hotel travel bed breakfast resort
b1101;Bella Pasta House;Restaurants, Calzones;Columbus;3.0;bella pasta house restaurant calzones
b1712;Cozy Animal Hospital;Veterinarians, Pets, Pet Stores, Pet Groomers;Columbus;3.0;cozy animal hospital veterinarian pet pet store pet groomers
b1503;Core Wellness;Active Life, Pilates, Cycling Classes;Reno;4.5;core wellness active life pilate cycling class
b1064;Rustic Pizzeria;Italian, Wine Bars, Restaurants;Madison;5.0;rustic pizzeria italian wine bar restaurant
b1480;Family Dental;Optometrists, Doctors;Portland;4.0;family dental optometrist doctor
b1693;Wag Pet Shop;Dog Walkers, Veterinarians;Columbus;4.5;wag pet shop dog walker veterinarian
b1426;Precision Auto Body;Auto Parts, Tires, Body Shops, Auto Repair;Nashville;4.0;precision auto body auto part tire body shop auto repair
b1251;Hungry Burgers;Fast Food, Sandwiches;Reno;5.0;hungry burger fast food sandwich
b1384;Radiant Beauty Bar;Skin Care, Nail Salons;Madison;4.0;radiant beauty bar skin care nail salon
b1285;Blue Brewery;Nightlife, Breweries, Bars;Portland;3.0;blue brewery nightlife brewery bar
b1302;Old Tavern;Cocktail Bars, Breweries;Portland;4.5;old tavern cocktail bar brewery
b1328;The Saloon;Sports Bars, Breweries;Austin;3.5;saloon sport bar brewery
b1652;Apex Heating & Cooling;Contractors, Plumbing;Portland;4.0;apex heating cooling contractor plumbing
b1261;Big Grill;Fast Food, Burgers, Sandwiches, Restaurants;Madison;4.0;big grill fast food burger sandwich restaurant
b1001;Urban Beans;Breakfast & Brunch, Juice Bars & Smoothies, Bakeries, Cafes;Tucson;4.5;urban bean breakfast brunch juice bar smoothy bakery cafe
b1340;Serene Beauty Bar;Barbers, Day Spas, Skin Care, Nail Salons;Nashville;5.0;serene beauty bar barber day spa skin care nail salon
b1665;Whiskers Pet Care;Veterinarians, Pets, Pet Groomers;Phoenix;3.0;whisker pet care veterinarian pet pet groomers
b1734;Royal Bed & Breakfast;Hotels & Travel, Hotels, Event Planning & Services;Columbus;3.5;royal bed breakfast hotel travel hotel event planning service
b1120;Taco Taqueria;Restaurants, Tex-Mex, Latin American;Tampa;5.0;taco taqueria restaurant latin american
b1273;Classic Burgers;American (Traditional), Restaurants;Portland;4.0;classic burger american traditional restaurant
b1724;Garden Lodge;Hotels & Travel, Bed & Breakfast, Event Planning & Services, Resorts;Portland;3.5;garden lodge hotel travel bed breakfast event planning service resort
b1526;Summit Wellness;Trainers, Gyms, Fitness & Instruction, Pilates;Columbus;4.5;summit wellness trainer gym fitness instruction pilate
b1160;Casa Cantina;Tex-Mex, Tacos, Mexican, Latin American;Phoenix;4.0;casa cantina taco mexican latin american
b1177;Golden Dragon;Ramen, Restaurants, Asian Fusion, Sushi Bars;Portland;4.5;golden dragon ramen restaurant asian fusion sushi bar
b1408;Master Auto Repair;Tires, Oil Change Stations, Auto Repair;Reno;4.0;master auto repair tire oil change station auto repair
b1567;Daily Pantry;Farmers Market, Organic Stores, Convenience Stores;Boulder;3.0;daily pantry farmer market organic store convenience store
b1382;Glow Hair Studio;Barbers, Beauty & Spas, Day Spas, Waxing;Madison;3.5;glow hair studio barber beauty spa day spa waxing
b1414;All-Star Tire Center;Tires, Auto Repair;Madison;4.5;tire center tire auto repair
b1051;Bean Brew House;Juice Bars & Smoothies, Donuts, Breakfast & Brunch, Cafes;Tucson;3.0;bean brew house juice bar smoothy donut breakfast brunch cafe
b1642;Reliable Home Services;Plumbing, Electricians, Home Services, Roofing;Portland;4.5;reliable home service plumbing electrician home service roofing
b1191;Jade Noodle House;Asian Fusion, Ramen;Austin;5.0;jade noodle house asian fusion ramen
b1376;Bliss Nails;Hair Salons, Beauty & Spas, Barbers;Boulder;3.0;bliss nail hair salon beauty spa barber
b1083;Mama Pizzeria;Restaurants, Italian;Austin;3.0;mama pizzeria restaurant italian
b1575;Family Provisions;Convenience Stores, Grocery;Reno;5.0;family provision convenience store grocery
b1091;Nonna Pizza;Pasta, Wine Bars, Pizza;Madison;4.5;nonna pizza pasta wine bar pizza
b1350;Serene Hair Studio;Nail Salons, Barbers, Skin Care, Beauty & Spas;Columbus;3.0;serene hair studio nail salon barber skin care beauty spa
b1021;Urban Cafe;Tea Rooms, Cafes;Madison;3.5;urban cafe tea room cafe
b1628;Guardian Plumbing;Home Services, Heating & Air Conditioning/HVAC;Madison;4.5;guardian plumbing home service heating air
b1714;Loyal Veterinary Clinic;Dog Walkers, Pet Groomers, Animal Shelters;Columbus;3.5;loyal veterinary clinic dog walker pet groomers animal shelter
b1258;Downtown Burger Joint;Fast Food, Fries, Restaurants, Sandwiches;Reno;4.5;downtown burger joint fast food fry restaurant sandwich
b1355;Radiant Beauty Bar;Barbers, Skin Care, Hair Salons, Nail Salons;Boulder;4.5;radiant beauty bar barber skin care hair salon nail salon
b1134;Taco Grill;Burritos, Tacos;Phoenix;4.5;taco grill burrito taco
b1535;Core Yoga Studio;Cycling Classes, Active Life, Fitness & Instruction;Boulder;5.0;core yoga studio cycling class active life fitness instruction
b1766;Grand Inn;Event Planning & Services, Hotels;Austin;5.0;grand inn event planning service hotel
b1694;Wag Animal Hospital;Animal Shelters, Pet Groomers, Pets;Columbus;4.0;wag animal hospital animal shelter pet groomers pet
b1087;Rustic Pizzeria;Italian, Wine Bars, Pizza, Pasta;Tampa;4.5;rustic pizzeria italian wine bar pizza pasta
b1659;Trusted HVAC;Home Services, Roofing;Austin;4.0;trusted hvac home service roofing
b1193;Lucky Sushi;Asian Fusion, Sushi Bars, Restaurants, Chinese;Boulder;3.5;lucky sushi asian fusion sushi bar restaurant chinese
b1678;Happy Pet Shop;Dog Walkers, Animal Shelters, Pets, Pet Groomers;Tucson;5.0;happy pet shop dog walker animal shelter pet pet groomers
b1425;Express Car Wash;Auto Parts, Car Wash, Tires, Auto Repair;Portland;4.5;express car wash auto part car wash tire auto repair
b1387;Master Auto Repair;Auto Repair, Tires, Car Wash, Oil Change Stations;Tucson;4.5;master auto repair auto repair tire car wash oil change station
b1280;Hop Lounge;Pubs, Beer, Lounges, Breweries;Tucson;4.0;hop lounge pub beer lounge brewery
b1137;Sol Cocina;Mexican, Tex-Mex, Burritos;Tucson;4.0;sol cocina mexican burrito
b1353;Polished Beauty Bar;Skin Care, Day Spas, Hair Salons, Barbers;Tucson;4.5;polished beauty bar skin care day spa hair salon barber
b1451;Community Dentistry;Chiropractors, Optometrists, Physical Therapy;Portland;5.0;community dentistry chiropractor optometrist physical therapy
b1327;Old Alehouse;Bars, Sports Bars;Columbus;4.0;old alehouse bar sport bar
b1264;Hungry Grill;American (Traditional), Burgers;Portland;5.0;hungry grill american traditional burger
b1089;Rustic Pizza;Italian, Pasta, Pizza;Nashville;4.0;rustic pizza italian pasta pizza
b1268;Downtown Grill;Fast Food, Restaurants, Sandwiches;Tampa;3.5;downtown grill fast food restaurant sandwich
b1145;El Grill;Restaurants, Tacos, Latin American, Mexican;Columbus;5.0;el grill restaurant taco latin american mexican
b1075;Bella Pasta House;Italian, Pizza;Reno;4.0;bella pasta house italian pizza
b1107;Rustic Pizzeria;Pizza, Italian;Boulder;4.0;rustic pizzeria pizza italian
b1234;Classic Burger Joint;Fries, American (Traditional), Fast Food, Restaurants;Tucson;5.0;classic burger joint fry american traditional fast food restaurant
b1112;El Cocina;Latin American, Burritos, Tacos;Austin;4.0;el cocina latin american burrito taco
b1034;Morning Roasters;Breakfast & Brunch, Donuts, Cafes;Tucson;4.0;morning roaster breakfast brunch donut cafe
b1281;Old Saloon;Nightlife, Beer;Portland;5.0;old saloon nightlife beer
b1492;Gentle Health Group;Doctors, Physical Therapy;Nashville;4.0;gentle health group doctor physical therapy
b1023;Corner Brew House;Tea Rooms, Coffee & Tea, Breakfast & Brunch, Bakeries;Phoenix;4.0;corner brew house tea room coffee tea breakfast brunch bakery
b1081;Original Pizzeria;Restaurants, Wine Bars, Calzones;Boulder;4.0;original pizzeria restaurant wine bar calzones
b1461;Bright Dental;Doctors, Dentists, Health & Medical;Columbus;4.5;bright dental doctor dentist health medical
b1008;Roasted Roasters;Donuts, Juice Bars & Smoothies, Cafes;Nashville;3.5;roasted roaster donut juice bar smoothy cafe
b1358;Glow Spa;Skin Care, Barbers, Nail Salons;Phoenix;4.5;glow spa skin care barber nail salon
b1674;Cozy Pet Care;Pet Stores, Animal Shelters, Pets, Dog Walkers;Columbus;5.0;cozy pet care pet store animal shelter pet dog walker
b1097;Original Italian Kitchen;Italian, Restaurants;Boulder;4.0;original italian kitchen italian restaurant
b1244;Smash Eatery;American (Traditional), Burgers;Madison;4.0;smash eatery american traditional burger
b1223;Downtown Eatery;Fast Food, Hot Dogs;Madison;3.5;downtown eatery fast food hot dog
b1581;Fresh Mart;Convenience Stores, Grocery;Tampa;3.5;fresh mart convenience store grocery
b1320;Hop Brewery;Lounges, Cocktail Bars, Bars;Nashville;5.0;hop brewery lounge cocktail bar bar
b1232;Big Burgers;Sandwiches, American (Traditional), Fast Food, Restaurants;Madison;3.5;big burger sandwich american traditional fast food restaurant
b1455;Bright Chiropractic;Doctors, Optometrists, Physical Therapy;Nashville;5.0;bright chiropractic doctor optometrist physical therapy
b1545;Summit Training Lab;Trainers, Yoga, Active Life, Gyms;Tampa;4.0;summit training lab trainer yoga active life gym
b1433;Master Tire Center;Oil Change Stations, Auto Repair, Tires;Austin;3.5;master tire center oil change station auto repair tire
b1189;Sakura Kitchen;Sushi Bars, Ramen, Noodles;Austin;4.0;sakura kitchen sushi bar ramen noodle
b1485;Community Chiropractic;Chiropractors, Doctors, Health & Medical, Dentists;Madison;4.0;community chiropractic chiropractor doctor health medical dentist
b1397;All-Star Tire Center;Tires, Auto Parts;Nashville;4.0;tire center tire auto part
b1649;Guardian Heating & Cooling;Contractors, Electricians, Home Services;Boulder;4.0;guardian heating cooling contractor electrician home service
b1733;Park Resort;Resorts, Hotels & Travel, Event Planning & Services;Nashville;3.5;park resort resort hotel travel event planning service
b1429;Quick Auto Body;Oil Change Stations, Body Shops, Automotive;Tucson;4.5;quick auto body oil change station body shop automotive
b1519;Elevate Fitness;Active Life, Pilates, Trainers;Nashville;4.0;elevate fitness active life pilate trainer
b1003;Daily Beans;Tea Rooms, Juice Bars & Smoothies, Cafes, Donuts;Columbus;5.0;daily bean tea room juice bar smoothy cafe donut
b1072;Bella Trattoria;Wine Bars, Pizza;Boulder;4.0;bella trattoria wine bar pizza
b1099;Rustic Pasta House;Restaurants, Calzones;Madison;3.0;rustic pasta house restaurant calzones
b1054;Morning Cafe;Bakeries, Breakfast & Brunch, Coffee & Tea, Juice Bars & Smoothies;Tucson;3.0;morning cafe bakery breakfast brunch coffee tea juice bar smoothy
b1025;Daily Cafe;Bakeries, Breakfast & Brunch, Cafes;Reno;3.5;daily cafe bakery breakfast brunch cafe
b1554;Harvest Pantry;Shopping, Farmers Market;Madison;4.5;harvest pantry shopping farmer market
b1737;Royal Hotel;Resorts, Bed & Breakfast, Hotels;Columbus;4.0;royal hotel resort bed breakfast hotel
b1242;Smash Burgers;Restaurants, Fast Food;Austin;3.5;smash burger restaurant fast food
b1235;Classic Burgers;American (Traditional), Fries, Fast Food;Nashville;5.0;classic burger american traditional fry fast food
b1648;Hometown Plumbing;Heating & Air Conditioning/HVAC, Contractors, Electricians, Roofing;Boulder;3.0;hometown plumbing heating air contractor electrician roofing
b1061;Rustic Pizza;Pizza, Calzones, Wine Bars;Phoenix;4.0;rustic pizza pizza calzones wine bar
b1421;Precision Service Center;Car Wash, Auto Repair;Austin;4.0;precision service center car wash auto repair
b1222;Route Burger Joint;Burgers, Hot Dogs, Sandwiches, American (Traditional);Madison;4.0;route burger joint burger hot dog sandwich american traditional
b1325;Old Tavern;Sports Bars, Nightlife;Columbus;5.0;old tavern sport bar nightlife
b1731;Park Inn;Bed & Breakfast, Resorts;Tampa;3.5;park inn bed breakfast resort
b1507;Core Fitness;Yoga, Trainers, Active Life, Cycling Classes;Tampa;4.0;core fitness yoga trainer active life cycling class
b1692;Wag Pet Grooming;Veterinarians, Pets, Pet Groomers, Dog Walkers;Portland;3.5;wag pet grooming veterinarian pet pet groomers dog walker
b1123;Casa Tacos;Latin American, Tex-Mex, Mexican;Boulder;4.0;casa taco latin american mexican
b1600;Harvest Pantry;Farmers Market, Grocery, Convenience Stores, Specialty Food;Madison;4.0;harvest pantry farmer market grocery convenience store specialty food
b1111;Fiesta Burrito Bar;Restaurants, Tex-Mex, Burritos, Latin American;Austin;4.5;fiesta burrito bar restaurant burrito latin american
b1398;Precision Auto Body;Car Wash, Body Shops;Reno;4.0;precision auto body car wash body shop
b1680;Whiskers Veterinary Clinic;Veterinarians, Dog Walkers, Animal Shelters;Nashville;4.0;whisker veterinary clinic veterinarian dog walker animal shelter
b1396;All-Star Garage;Tires, Car Wash, Auto Repair, Oil Change Stations;Madison;4.5;garage tire car wash auto repair oil change station
b1566;Nature Foods;Organic Stores, Specialty Food, Grocery, Shopping;Columbus;3.0;nature food organic store specialty food grocery shopping
b1484;Lakeside Medical Center;Optometrists, Dentists, Doctors, Chiropractors;Madison;3.0;lakeside medical center optometrist dentist doctor chiropractor
b1357;Polished Barbershop;Waxing, Nail Salons, Barbers, Day Spas;Columbus;4.0;polished barbershop waxing nail salon barber day spa
b1764;Park Suites;Resorts, Hotels, Hotels & Travel;Phoenix;5.0;park suite resort hotel hotel travel
b1265;Big Burgers;American (Traditional), Sandwiches;Nashville;5.0;big burger american traditional sandwich
b1171;Jade Ramen;Thai, Asian Fusion, Noodles, Restaurants;Boulder;4.0;jade ramen thai asian fusion noodle restaurant
b1294;Blue Cocktail Bar;Breweries, Lounges;Boulder;3.0;blue cocktail bar brewery lounge
b1277;Iron Alehouse;Breweries, Cocktail Bars, Bars;Phoenix;4.5;iron alehouse brewery cocktail bar bar
b1043;Corner Coffee;Donuts, Bakeries;Columbus;4.5;corner coffee donut bakery
b1524;Pulse Gym;Trainers, Pilates, Active Life, Cycling Classes;Tucson;3.5;pulse gym trainer pilate active life cycling class
b1283;The Pub;Beer, Lounges, Breweries;Tampa;3.0;pub beer lounge brewery
b1002;Sunrise Espresso;Donuts, Juice Bars & Smoothies, Bakeries;Tucson;4.5;sunrise espresso donut juice bar smoothy bakery
b1323;Tap Cocktail Bar;Beer, Lounges;Phoenix;3.0;tap cocktail bar beer lounge
b1582;Daily Foods;Shopping, Convenience Stores, Farmers Market;Reno;3.5;daily food shopping convenience store farmer market
b1413;Highway Motors;Car Wash, Tires;Phoenix;5.0;highway motor car wash tire
b1666;Whiskers Pet Care;Pet Groomers, Pets, Veterinarians;Tampa;3.0;whisker pet care pet groomers pet veterinarian
b1247;Big Grill;Restaurants, Fries;Portland;3.0;big grill restaurant fry
b1468;Lakeside Family Clinic;Dentists, Doctors, Optometrists, Chiropractors;Portland;3.5;lakeside family clinic dentist doctor optometrist chiropractor
b1079;Nonna Pizzeria;Calzones, Pasta, Pizza, Italian;Tampa;3.0;nonna pizzeria calzones pasta pizza italian
b1401;Quick Garage;Tires, Auto Repair;Austin;4.0;quick garage tire auto repair
b1195;Lucky Bistro;Noodles, Restaurants;Tucson;4.5;lucky bistro noodle restaurant
b1290;Blue Cocktail Bar;Nightlife, Cocktail Bars, Bars;Austin;3.5;blue cocktail bar nightlife cocktail bar bar
b1200;Jade Bistro;Restaurants, Sushi Bars, Asian Fusion, Japanese;Columbus;4.0;jade bistro restaurant sushi bar asian fusion japanese
b1338;Radiant Hair Studio;Nail Salons, Waxing, Barbers, Hair Salons;Phoenix;3.0;radiant hair studio nail salon waxing barber hair salon
b1672;Cozy Animal Hospital;Pet Stores, Dog Walkers;Portland;4.5;cozy animal hospital pet store dog walker
b1730;Plaza Lodge;Hotels, Hotels & Travel;Austin;4.0;plaza lodge hotel hotel travel
b1346;Radiant Salon;Barbers, Hair Salons;Portland;5.0;radiant salon barber hair salon
b1477;Advanced Medical Center;Health & Medical, Chiropractors;Columbus;4.5;advanced medical center health medical chiropractor
b1336;Bliss Salon;Hair Salons, Waxing, Day Spas;Nashville;5.0;bliss salon hair salon waxing day spa
b1717;Royal Hotel;Hotels, Resorts;Reno;4.5;royal hotel hotel resort
b1186;Tokyo Ramen;Chinese, Restaurants, Sushi Bars;Tucson;4.5;tokyo ramen chinese restaurant sushi bar
b1747;Lakeview Hotel;Event Planning & Services, Resorts, Bed & Breakfast;Tucson;4.0;lakeview hotel event planning service resort bed breakfast
b1010;Sunrise Cafe;Tea Rooms, Cafes;Austin;4.5;sunrise cafe tea room cafe
b1488;Advanced Health Group;Dentists, Doctors;Madison;4.5;advanced health group dentist doctor
b1597;Harvest Market;Specialty Food, Shopping, Organic Stores;Tampa;3.5;harvest market specialty food shopping organic store
b1432;Highway Auto Body;Tires, Auto Repair, Oil Change Stations;Nashville;4.5;highway auto body tire auto repair oil change station
b1742;Lakeview Suites;Event Planning & Services, Hotels;Columbus;4.5;lakeview suite event planning service hotel
b1470;Community Dentistry;Doctors, Chiropractors;Portland;3.5;community dentistry doctor chiropractor
b1255;Classic Eatery;Fries, Hot Dogs;Austin;4.5;classic eatery fry hot dog
b1701;Wag Veterinary Clinic;Animal Shelters, Dog Walkers, Pet Groomers;Madison;3.5;wag veterinary clinic animal shelter dog walker pet groomers
b1389;Express Service Center;Oil Change Stations, Body Shops;Tucson;4.0;express service center oil change station body shop
b1727;Heritage Lodge;Bed & Breakfast, Event Planning & Services, Hotels & Travel, Hotels;Tucson;4.0;heritage lodge bed breakfast event planning service hotel travel hotel
b1439;All-Star Service Center;Oil Change Stations, Automotive, Tires, Auto Repair;Austin;4.5;service center oil change station automotive tire auto repair
b1243;Prime Grill;Hot Dogs, Restaurants;Phoenix;4.5;prime grill hot dog restaurant
b1370;Bliss Beauty Bar;Skin Care, Barbers;Tampa;4.5;bliss beauty bar skin care barber
b1314;Blue Pub;Breweries, Pubs;Phoenix;4.5;blue pub brewery pub
b1580;Fresh Foods;Grocery, Specialty Food, Farmers Market;Boulder;5.0;fresh food grocery specialty food farmer market
b1506;Flow Training Lab;Active Life, Fitness & Instruction, Yoga;Columbus;4.0;flow training lab active life fitness instruction yoga
b1386;Pro Auto Repair;Car Wash, Auto Repair, Oil Change Stations;Tucson;4.5;pro auto repair car wash auto repair oil change station
b1284;Blue Saloon;Pubs, Cocktail Bars;Phoenix;4.5;blue saloon pub cocktail bar
b1236;Hungry Sandwich Shop;Burgers, American (Traditional);Austin;5.0;hungry sandwich shop burger american traditional
b1199;Jade Wok;Japanese, Thai, Ramen, Asian Fusion;Columbus;4.0;jade wok japanese thai ramen asian fusion
b1624;Hometown Home Services;Electricians, Roofing, Contractors;Portland;4.5;hometown home service electrician roofing contractor
b1310;Iron Alehouse;Cocktail Bars, Beer, Sports Bars, Bars;Austin;4.0;iron alehouse cocktail bar beer sport bar bar
b1060;Bella Pizza;Pizza, Calzones;Portland;3.5;bella pizza pizza calzones
b1578;Harvest Provisions;Grocery, Specialty Food;Boulder;3.5;harvest provision grocery specialty food
b1181;Lucky Wok;Restaurants, Chinese;Madison;4.5;lucky wok restaurant chinese
b1521;Core Gym;Active Life, Pilates, Fitness & Instruction, Trainers;Boulder;3.0;core gym active life pilate fitness instruction trainer
b1005;Cozy Roasters;Breakfast & Brunch, Tea Rooms, Bakeries;Boulder;4.0;cozy roaster breakfast brunch tea room bakery
b1684;Whiskers Pet Care;Animal Shelters, Veterinarians;Nashville;4.5;whisker pet care animal shelter veterinarian
b1532;Core Yoga Studio;Pilates, Active Life, Trainers, Yoga;Boulder;3.5;core yoga studio pilate active life trainer yoga
b1041;Daily Cafe;Bakeries, Juice Bars & Smoothies;Madison;5.0;daily cafe bakery juice bar smoothy
b1565;Market Market;Convenience Stores, Shopping, Grocery, Organic Stores;Columbus;5.0;market market convenience store shopping grocery organic store
b1147;Taco Grill;Tacos, Tex-Mex, Restaurants, Latin American;Phoenix;4.5;taco grill taco restaurant latin american
b1009;Cozy Brew House;Juice Bars & Smoothies, Tea Rooms;Portland;4.0;cozy brew house juice bar smoothy tea room
b1365;Bliss Hair Studio;Day Spas, Skin Care, Nail Salons, Waxing;Tampa;4.5;bliss hair studio day spa skin care nail salon waxing
b1154;La Cocina;Tex-Mex, Tacos, Burritos, Restaurants;Reno;4.5;la cocina taco burrito restaurant
b1605;Market Grocery;Specialty Food, Organic Stores, Shopping, Grocery;Austin;4.5;market grocery specialty food organic store shopping grocery
b1418;Pro Garage;Auto Repair, Car Wash, Body Shops, Auto Parts;Reno;3.5;pro garage auto repair car wash body shop auto part
b1331;Bliss Spa;Barbers, Hair Salons, Nail Salons;Tucson;4.0;bliss spa barber hair salon nail salon
b1367;Bliss Nails;Barbers, Hair Salons, Beauty & Spas, Skin Care;Columbus;3.5;bliss nail barber hair salon beauty spa skin care
b1046;Urban Roasters;Bakeries, Breakfast & Brunch, Donuts;Tucson;4.5;urban roaster bakery breakfast brunch donut
b1220;Red Noodle House;Restaurants, Sushi Bars;Boulder;4.5;red noodle house restaurant sushi bar
b1400;Express Garage;Tires, Auto Repair, Automotive, Body Shops;Austin;3.0;express garage tire auto repair automotive body shop
b1496;Pulse Wellness;Pilates, Fitness & Instruction, Cycling Classes, Trainers;Tampa;4.0;pulse wellness pilate fitness instruction cycling class trainer
b1482;Advanced Dentistry;Doctors, Physical Therapy, Optometrists;Nashville;4.0;advanced dentistry doctor physical therapy optometrist
b1125;Agave Cocina;Latin American, Mexican;Tucson;4.5;agave cocina latin american mexican
b1618;Premier Contractors;Electricians, Plumbing, Roofing, Heating & Air Conditioning/HVAC;Tampa;4.0;premier contractor electrician plumbing roofing heating air
b1713;Happy Pet Grooming;Veterinarians, Dog Walkers;Boulder;3.0;happy pet grooming veterinarian dog walker
b1055;Urban Cafe;Tea Rooms, Breakfast & Brunch, Cafes;Nashville;4.0;urban cafe tea room breakfast brunch cafe
b1368;Glow Spa;Day Spas, Skin Care, Waxing, Hair Salons;Tampa;4.0;glow spa day spa skin care waxing hair salon
b1224;Downtown Burger Joint;Restaurants, Burgers, Fries, Fast Food;Reno;4.5;downtown burger joint restaurant burger fry fast food
b1300;Old Brewery;Cocktail Bars, Pubs, Beer;Tampa;3.0;old brewery cocktail bar pub beer
b1555;Family Foods;Specialty Food, Shopping;Phoenix;3.5;family food specialty food shopping
b1405;Master Auto Repair;Auto Repair, Car Wash, Body Shops, Oil Change Stations;Reno;4.5;master auto repair auto repair car wash body shop oil change station
b1491;Community Dentistry;Doctors, Physical Therapy, Health & Medical;Nashville;4.0;community dentistry doctor physical therapy health medical
b1614;Premier Heating & Cooling;Plumbing, Heating & Air Conditioning/HVAC;Reno;3.0;premier heating cooling plumbing heating air
b1494;Advanced Medical Center;Dentists, Chiropractors;Boulder;3.5;advanced medical center dentist chiropractor
b1115;Taco Burrito Bar;Restaurants, Latin American;Phoenix;4.0;taco burrito bar restaurant latin american
b1155;La Cantina;Burritos, Latin American;Boulder;4.0;la cantina burrito latin american
b1546;Summit Wellness;Active Life, Fitness & Instruction, Gyms, Trainers;Columbus;4.0;summit wellness active life fitness instruction gym trainer
b1722;Garden Resort;Resorts, Event Planning & Services, Hotels, Hotels & Travel;Madison;4.0;garden resort resort event planning service hotel hotel travel
b1590;Fresh Pantry;Farmers Market, Convenience Stores, Specialty Food;Madison;4.0;fresh pantry farmer market convenience store specialty food
b1669;Paws Pet Grooming;Dog Walkers, Pet Stores, Animal Shelters;Madison;4.5;paw pet grooming dog walker pet store animal shelter
b1409;Express Auto Repair;Auto Repair, Oil Change Stations, Automotive;Boulder;4.5;express auto repair auto repair oil change station automotive
b1613;Guardian Electric;Contractors, Roofing, Electricians, Heating & Air Conditioning/HVAC;Tucson;4.5;guardian electric contractor roofing electrician heating air
b1203;Golden Noodle House;Chinese, Thai;Madison;4.5;golden noodle house chinese thai
b1162;El Cocina;Mexican, Burritos, Tacos, Restaurants;Phoenix;3.5;el cocina mexican burrito taco restaurant
b1122;La Cocina;Restaurants, Tex-Mex, Latin American;Phoenix;4.0;la cocina restaurant latin american
b1700;Cozy Pet Shop;Pet Groomers, Dog Walkers, Pets;Phoenix;3.0;cozy pet shop pet groomers dog walker pet
b1690;Cozy Veterinary Clinic;Pet Stores, Dog Walkers, Pet Groomers;Austin;4.5;cozy veterinary clinic pet store dog walker pet groomers
b1095;Mama Italian Kitchen;Pizza, Italian, Restaurants;Austin;4.0;mama italian kitchen pizza italian restaurant
b1726;Garden Hotel;Hotels, Event Planning & Services;Portland;3.5;garden hotel hotel event planning service
b1161;El Burrito Bar;Mexican, Latin American;Phoenix;4.0;el burrito bar mexican latin american
b1226;Route Grill;American (Traditional), Sandwiches, Fries, Restaurants;Portland;3.5;route grill american traditional sandwich fry restaurant
b1269;Route Sandwich Shop;Fast Food, American (Traditional), Burgers;Nashville;4.0;route sandwich shop fast food american traditional burger
b1092;Little Pizza;Calzones, Pasta, Italian;Columbus;4.5;little pizza calzones pasta italian
b1417;Precision Tire Center;Tires, Body Shops, Auto Repair, Automotive;Phoenix;4.5;precision tire center tire body shop auto repair automotive
b1104;Nonna Pizzeria;Calzones, Wine Bars, Pizza;Columbus;5.0;nonna pizzeria calzones wine bar pizza
b1557;Harvest Grocery;Farmers Market, Grocery, Convenience Stores, Shopping;Boulder;4.5;harvest grocery farmer market grocery convenience store shopping
b1481;Family Family Clinic;Optometrists, Health & Medical, Physical Therapy;Tampa;4.0;family family clinic optometrist health medical physical therapy
b1166;Lucky Ramen;Restaurants, Sushi Bars, Asian Fusion, Chinese;Tampa;3.5;lucky ramen restaurant sushi bar asian fusion chinese
b1647;Hometown HVAC;Contractors, Electricians, Heating & Air Conditioning/HVAC;Phoenix;5.0;hometown hvac contractor electrician heating air
b1366;Radiant Salon;Day Spas, Nail Salons, Hair Salons, Skin Care;Austin;3.5;radiant salon day spa nail salon hair salon skin care
b1625;Premier Plumbing;Contractors, Plumbing, Electricians, Roofing;Nashville;3.5;premier plumbing contractor plumbing electrician roofing
b1062;Little Pizza;Restaurants, Wine Bars, Italian;Columbus;3.5;little pizza restaurant wine bar italian
b1214;Bamboo Dragon;Asian Fusion, Thai, Noodles, Restaurants;Reno;4.5;bamboo dragon asian fusion thai noodle restaurant
b1042;Cozy Beans;Bakeries, Juice Bars & Smoothies, Tea Rooms;Austin;3.0;cozy bean bakery juice bar smoothy tea room
b1646;All Home Services;Electricians, Contractors, Heating & Air Conditioning/HVAC, Home Services;Nashville;5.0;home service electrician contractor heating air home service
b1324;Tap Tavern;Pubs, Sports Bars, Beer, Bars;Columbus;4.5;tap tavern pub sport bar beer bar
b1196;Red Ramen;Noodles, Sushi Bars;Austin;4.5;red ramen noodle sushi bar
b1450;Advanced Dental;Chiropractors, Health & Medical, Dentists, Doctors;Boulder;4.5;advanced dental chiropractor health medical dentist doctor
b1067;Mama Italian Kitchen;Pasta, Calzones;Austin;3.5;mama italian kitchen pasta calzones
b1542;Flow Gym;Yoga, Gyms, Pilates;Tampa;4.0;flow gym yoga gym pilate
b1769;Royal Bed & Breakfast;Resorts, Bed & Breakfast, Hotels & Travel;Portland;4.5;royal bed breakfast resort bed breakfast hotel travel
b1341;Luxe Barbershop;Waxing, Hair Salons, Skin Care;Columbus;4.5;luxe barbershop waxing hair salon skin care
b1423;All-Star Garage;Car Wash, Tires, Oil Change Stations, Auto Repair;Madison;4.5;garage car wash tire oil change station auto repair
